id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
414786;Centric Double Room-Paseo de Gracia;1451449;Pedro & Rita;Eixample;la Dreta de l'Eixample;41.39154;2.16766;Private room;28;5;154;08/27/2019;1.7;6;56
415848;2 bedroom Cozy Space close to the beach w/ AC;865887;Tim;Eixample;la Nova Esquerra de l'Eixample;41.38323;2.14396;Entire home/apt;195;3;57;01/03/2019;0.64;2;290
416704;LARGE DOUBLE ROOM, WIFI, CENTER BCN;1984642;Luciana;Eixample;el Fort Pienc;41.40002;2.18135;Private room;50;2;25;06/23/2019;0.28;1;353
417239;2 DOUBLES BEDROOMS FLAT IN GRACIA;2074943;Kris;Gr?cia;la Vila de Gr?cia;41.40228;2.15742;Entire home/apt;97;30;93;05/22/2019;1.21;1;340
417814;Amplia HabitaciÛn con privacidad;2072631;Camila Y Hortensia;Eixample;la Sagrada Familia;41.40781;2.17521;Private room;33;2;50;08/17/2019;1.02;2;171
424137;Spacious apartment just by Las Ramblas;2108468;Carlotta;Ciutat Vella;el Raval;41.37949;2.17429;Hotel room;200;1;18;07/27/2018;0.23;11;0
425639;House with garden;2116153;Victor/Paula;Sarri?-Sant Gervasi;el Putxet i el FarrÛ;41.40725;2.14678;Entire home/apt;400;5;50;08/30/2019;0.78;1;351
430585;Beautiful apartment in the heart of the Gothic;2108468;Carlotta;Ciutat Vella;el Raval;41.37841;2.17479;Hotel room;200;2;15;08/09/2018;0.19;11;124
431331;NEW APARTMENT IN GRACIA NEIGBOURHOO;400416;Cens Sl;Gr?cia;la Vila de Gr?cia;41.40098;2.15514;Entire home/apt;48;32;10;11/02/2017;0.2;7;276
432482;PENTHOUSE PANORAMIC VIEW;898600;Andre;Eixample;la Dreta de l'Eixample;41.39288;2.16313;Entire home/apt;180;2;204;09/15/2019;2.32;2;317
437886;Centric Apartment in Barcelona 2;2004002;Xabier;Eixample;la Dreta de l'Eixample;41.3912;2.17238;Private room;38;2;246;07/27/2019;2.76;2;65
438102;Nice quiet room close to S. Familia;2176121;Rosa Mar?≠a;Eixample;el Fort Pienc;41.39776;2.18173;Private room;45;3;115;08/09/2019;1.29;2;291
438123;Twin for 4-5 Barcelona, Sagrada Familia.;134698;Svetlana;Horta-GuinardÛ;el Baix GuinardÛ;41.40947;2.16947;Private room;70;2;51;09/04/2019;1.01;3;226
439057;Paseo de Gracia - Diagonal, 120 m2;2181314;Javier;Gr?cia;la Vila de Gr?cia;41.40047;2.15907;Entire home/apt;126;2;237;09/09/2019;2.69;1;315
440427;Just Next to Sagrada Familia!!!;2041901;Dani;Eixample;la Sagrada Familia;41.40254;2.17689;Entire home/apt;120;3;83;08/27/2019;0.99;16;322
440840;Cozy room for 3 in city center (Room #2);1457147;Piero;Ciutat Vella;el Raval;41.38012;2.17106;Private room;50;2;103;08/25/2019;1.18;3;54
440841;Cozy room for 2 in city center (Room #3);1457147;Piero;Ciutat Vella;el Raval;41.37855;2.17109;Private room;50;2;81;08/16/2019;1.09;3;49
443110;New apartment center BCN ;2201772;Dimitry;Eixample;l'Antiga Esquerra de l'Eixample;41.38851;2.15273;Entire home/apt;250;4;39;06/03/2019;0.44;11;359
443222;2-bedroom Bright and Classic Sagrada Familia Flat;2202284;Johanna;Eixample;la Sagrada Familia;41.41032;2.17524;Entire home/apt;129;3;87;09/09/2019;0.99;8;84
443909;BARCELONA GOTICO ,great location;2204578;Francesca;Ciutat Vella;el Barri G?tic;41.37917;2.17711;Private room;60;4;292;09/13/2019;3.42;1;118
446665;Double and Lovely room in Barcelona.;2218343;Elvira;Sants-Montju?c;la Marina de Port;41.36758;2.13968;Private room;34;1;50;09/11/2019;0.63;2;3
449854;Center location. Magic terrace. 360¬? views;1267680;Victor;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41.38807;2.17922;Entire home/apt;120;3;111;09/09/2019;1.25;5;287
451758;Bright, elegant loft in center town;1267680;Victor;Ciutat Vella;el Raval;41.38201;2.16618;Entire home/apt;100;3;109;09/10/2019;1.23;5;127
456333;DOUBLE ROOM with WIFI;2268672;Bruna;Eixample;la Dreta de l'Eixample;41.39731;2.17468;Private room;28;1;43;11/01/2017;0.49;1;0
457195;Cozy apartment with 3 bedrooms;1405013;Bcn Clols Apartments, S.L.;Eixample;la Dreta de l'Eixample;41.39413;2.17014;Entire home/apt;224;2;8;09/10/2019;0.23;16;331
459502;Cozzy bedroom next to plz catalunya;2242469;Juan;Eixample;Sant Antoni;41.38191;2.16332;Private room;50;2;23;09/16/2019;0.36;1;324
462012;Separate studio with its own garden;2296262;Nona;Sarri?-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;41.41385;2.11029;Private room;32;2;21;06/28/2018;0.24;1;299
462062;CLOSE TO LA FIRA PL ESPA?ëA /INCL BRKFAST;16569867;Lola;Eixample;la Nova Esquerra de l'Eixample;41.37973;2.15158;Hotel room;37;3;104;08/21/2019;1.68;1;0
462557;Large room and light. balcony (red);2298462;Juan Carlos;Eixample;Sant Antoni;41.38465;2.16216;Private room;33;2;67;08/18/2019;0.78;1;45
463880;On the beach - Poblenou;2304846;Ninona;Sant MartÌ;el Poblenou;41.39898;2.20756;Entire home/apt;90;2;127;09/01/2019;1.48;3;294
468639;Big room with exit to sunny terrace;2325968;Sikerult;Sants-Montju?c;Sants - Badal;41.37384;2.12811;Private room;36;7;125;07/09/2019;1.43;2;14
468912;lovely double bedroom in barcelona;1923383;Kenneth;Gr?cia;la Vila de Gr?cia;41.39669;2.15623;Private room;35;2;80;09/12/2019;2.87;1;284
469177;Cozy apartment in Paralel for 8;1432835;Angel;Eixample;Sant Antoni;41.37542;2.15904;Entire home/apt;90;3;170;08/26/2019;1.96;38;20
472062;close to Paseo de Gracia.;2337603;Rosa;Gr?cia;la Vila de Gr?cia;41.39852;2.16159;Entire home/apt;175;3;33;08/26/2019;0.74;5;290
473395;Walking distance to Paseo de Gracia;2337603;Rosa;Sarri?-Sant Gervasi;Sant Gervasi - Galvany;41.3998;2.15177;Entire home/apt;180;4;46;07/18/2019;0.83;5;135
473459;GALA - Between Gracia and Sant Gervasi;2337603;Rosa;Gr?cia;la Vila de Gr?cia;41.39902;2.15274;Entire home/apt;200;4;20;06/03/2019;0.47;5;43
474669;Confort Apartment 2 Bedrooms WIFI;2353086;Oscar;Sants-Montju?c;Sants - Badal;41.37878;2.12902;Entire home/apt;105;3;53;08/04/2019;0.61;1;318
475771;I rent apartment in Barcelona;1348524;Tom??s Becket;Gr?cia;el Camp d'en Grassot i Gr?cia Nova;41.40729;2.1629;Entire home/apt;35;35;6;08/27/2019;0.07;2;80
475786;Room to rent in beautiful apartment;2358821;Anna Micaela;Gr?cia;Vallcarca i els Penitents;41.41101;2.1465;Private room;75;7;0;;;1;365
477256;lightful apartment in poblenou';2365702;David;Sant MartÌ;el Parc i la Llacuna del Poblenou;41.40065;2.19487;Private room;15;4;187;07/24/2019;2.11;2;348
478173;Penthouse in Barcelona, Sun terrace;1724144;Promociones Andreo SL;Sants-Montju?c;la Bordeta;41.37228;2.1423;Entire home/apt;137;3;48;08/18/2019;0.54;1;318
478951;Sagrada Familia area - Sicilia;135703;Nick;Eixample;el Fort Pienc;41.39898;2.17692;Entire home/apt;180;2;83;08/25/2019;0.95;13;329
480975;Loft con gran terraza bcn centro;2272146;Javi;Sants-Montju?c;el Poble Sec;41.37205;2.16569;Private room;50;1;0;;;1;0
481739;The Gaudi Suites II;2320210;Jaireh & Patrick;Eixample;la Dreta de l'Eixample;41.39634;2.16651;Entire home/apt;103;3;11;06/15/2019;0.3;53;136
482801;DOUBLE ROOM BARCELONA SANTS STATION;2143907;Daniel;Les Corts;la Maternitat i Sant Ramon;41.37953;2.12676;Private room;30;30;28;07/24/2019;0.32;3;0
484390;MONTHLY COZY SUNNY - SAGRADA FAM.;2397234;Alicia;Eixample;la Sagrada Familia;41.40227;2.17517;Entire home/apt;25;32;88;04/26/2019;0.99;3;91
485011;A Super unique/charming/hip room!;2400841;Skye;Eixample;la Dreta de l'Eixample;41.3914;2.17889;Private room;58;2;88;08/24/2019;1.1;2;0
487233;BOHEMIAN PENTHOUSE DUPLEX + 2 BIKES;2411278;Anna & Marcos;Sants-Montju?c;el Poble Sec;41.37059;2.16522;Entire home/apt;160;4;201;09/13/2019;2.33;5;137
488341;Single bedroom in the middle of BCN¬¥;9535595;Adrian;Ciutat Vella;el Barri G?tic;41.37931;2.17608;Private room;30;3;258;09/12/2019;2.9;1;327
490517;The Sagrada Penthouse;2320210;Jaireh & Patrick;Gr?cia;el Camp d'en Grassot i Gr?cia Nova;41.40555;2.16905;Entire home/apt;130;3;20;08/11/2019;0.51;53;177
490742;Big sunny room with terrace;2325968;Sikerult;Sants-Montju?c;Sants - Badal;41.37422;2.12847;Private room;33;7;35;08/28/2019;1.48;2;4
490803;Plaza Sagrada Familia apartmen(1-6);2320210;Jaireh & Patrick;Eixample;la Sagrada Familia;41.40288;2.17184;Entire home/apt;122;3;50;08/05/2019;0.77;53;83
490853;Private Balcony in Sagrada Familia;2426746;Joel Giraldo;Eixample;la Sagrada Familia;41.40473;2.17395;Private room;19;1;454;08/26/2019;5.11;4;319
492963;Habitaciones de matrimonio  con balcon!;2436080;Angela;Horta-GuinardÛ;el GuinardÛ;41.4169;2.17411;Private room;30;1;6;06/01/2019;0.98;1;0
493122;lightful apartment in poblenou;2365702;David;Sant MartÌ;el Parc i la Llacuna del Poblenou;41.40018;2.19436;Private room;14;3;182;08/13/2019;2.05;2;349
494834;Sant Pau Barcelona Suites;2320210;Jaireh & Patrick;Horta-GuinardÛ;el Baix GuinardÛ;41.41029;2.17108;Entire home/apt;83;3;21;06/29/2019;0.53;53;103
496997;Lovely & Elegant Apartment in Eixample 1-2;1432835;Angel;Eixample;l'Antiga Esquerra de l'Eixample;41.38793;2.15853;Entire home/apt;140;3;199;08/27/2019;2.26;38;56
497545;Delightful & Elegant close to Paseo de Gracia;1432835;Angel;Eixample;l'Antiga Esquerra de l'Eixample;41.38915;2.1578;Entire home/apt;130;3;150;08/28/2019;1.71;38;51
498416;Comfy & central, large shared terrace, Gothic;1310304;Luis;Ciutat Vella;el Raval;41.38196;2.17187;Entire home/apt;39;32;9;08/21/2019;0.1;31;291
498632;Prime location. Barcelona Apartment;71615;Mireia And Maria;Eixample;l'Antiga Esquerra de l'Eixample;41.38544;2.15894;Entire home/apt;65;1;56;09/01/2019;0.87;31;67
502436;FANTASTIC RAMBLAS;2262273;Rosa;Ciutat Vella;el Barri G?tic;41.37994;2.17728;Entire home/apt;140;33;3;08/28/2014;0.03;16;365
503765;New and sunny apartment at Sagrada Familia;2484443;Jordi;Eixample;la Dreta de l'Eixample;41.39731;2.17234;Entire home/apt;150;6;74;09/14/2019;0.85;1;44
504653;Double bed in Plaza Espa?a;2488904;Luis Y Jose Luis;Sants-Montju?c;la Font de la Guatlla;41.36985;2.14287;Private room;35;2;374;09/10/2019;4.25;3;316
504860;Double room in Plaza Espa?a;2488904;Luis Y Jose Luis;Sants-Montju?c;la Font de la Guatlla;41.37113;2.14468;Private room;35;2;355;09/12/2019;4.35;3;321
507074;Lovely & Sunny apartment in Center ;2042948;Lucia;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41.38639;2.18358;Private room;53;2;360;08/28/2019;4.11;1;133
507667;HabitaciÛn cerca sagrada familia-2;2176121;Rosa Mar?≠a;Eixample;el Fort Pienc;41.39625;2.18191;Private room;60;3;84;07/28/2019;1.12;2;30
507972;House with pool in Heart Gracia! ;2303967;Anna;Gr?cia;la Vila de Gr?cia;41.40764;2.15373;Entire home/apt;500;5;53;08/26/2019;0.71;1;98
508212;Central Atico Apartment with Private Terrace;2504689;Carolina;Eixample;l'Antiga Esquerra de l'Eixample;41.39112;2.1561;Entire home/apt;138;4;62;08/26/2019;0.7;1;54
508685;Single room in Plaza Espa?a;2488904;Luis Y Jose Luis;Sants-Montju?c;la Font de la Guatlla;41.36957;2.14463;Private room;25;2;291;09/09/2019;3.52;3;309
509048;BIG OFFER!! ROOM PARK GUELL-20 eurs;885134;Maite;Gr?cia;el Coll;41.41676;2.14768;Private room;25;4;16;08/06/2014;0.18;4;192
510923;Lovely Penthouse in Barcelona;2517389;Sara;Sant Andreu;el CongrÈs i els Indians;41.42255;2.18061;Entire home/apt;140;3;23;08/14/2017;0.3;2;15
511739;sfp1 NEW 2 BEDROOM APARTMENT SAGRADA FAMILIA;1447144;Acomodis Apartments;Eixample;la Sagrada Familia;41.40238;2.17082;Entire home/apt;85;1;7;09/03/2019;0.08;82;363
512368;COZY & SUNNY ROOM;1687383;Juanmi;Ciutat Vella;el Raval;41.37564;2.17001;Private room;30;13;42;04/30/2019;0.5;2;312
512666;BCN-RENTALS RAMBLA 4, just 7-10 min to Ramblas;488117;David Y Maria;Ciutat Vella;el Raval;41.3792;2.16749;Entire home/apt;210;6;60;07/19/2019;0.76;6;250
512737;BCN-RENTALS RAMBLA 3, just 10 min to Ramblas;488117;David Y Maria;Ciutat Vella;el Raval;41.37733;2.16635;Entire home/apt;140;6;18;08/09/2019;0.24;6;244
513825;Three Bedroom Apartment Sagrada Familia - S3;1093718;Alexey;Eixample;el Fort Pienc;41.39954;2.17465;Entire home/apt;250;2;42;07/30/2019;0.49;11;244
514572;ENJOY BARCELONA IN A HUGE APARTMENT;2534420;Roser;Eixample;la Nova Esquerra de l'Eixample;41.37989;2.14472;Entire home/apt;172;2;71;08/09/2019;1.45;1;281
515724;Double Room / Marina & Beach;2540353;Josep M¬?;Sant MartÌ;el Parc i la Llacuna del Poblenou;41.39497;2.18936;Private room;38;3;139;08/26/2019;1.8;1;328
515729;Stay close to Sagrada Family temple;2540372;Antonio;Eixample;la Sagrada Familia;41.40574;2.17556;Private room;68;3;7;06/09/2019;0.18;1;365
516102;Barcelona International Stop !!!;1332544;Ramon;Eixample;la Nova Esquerra de l'Eixample;41.38083;2.14678;Private room;49;2;55;07/20/2019;0.65;1;43
516340;Paseo de Gracia/Plaza Catalunya I;674212;Juanmi;Eixample;la Dreta de l'Eixample;41.39033;2.16812;Entire home/apt;165;2;64;02/05/2018;0.73;8;168
517407;Luxury Apartment Sagrada Familia;1093718;Alexey;Eixample;el Fort Pienc;41.3994;2.17722;Entire home/apt;234;2;75;08/17/2019;0.86;11;224
518247;Ideal apartment in central;2551150;Juan Maria;Eixample;Sant Antoni;41.37714;2.16209;Entire home/apt;135;2;50;08/22/2017;0.59;1;339
519566;Comfy double room Barcelona Center;1206797;Juan Miguel;Ciutat Vella;el Barri G?tic;41.3811;2.17891;Private room;40;2;32;05/10/2019;0.37;1;322
519631;Great location 1870¬¥s charming home;1009636;Charles;Eixample;la Dreta de l'Eixample;41.3934;2.17302;Entire home/apt;198;1;403;09/09/2019;5.31;1;281
520389;Great Design apartment in Barcelona center;1432835;Angel;Eixample;l'Antiga Esquerra de l'Eixample;41.38853;2.15928;Entire home/apt;150;3;185;09/02/2019;2.12;38;68
521605;Beautiful space city center. Born. Wifi Takeaway.;2565364;Mon;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41.38382;2.17995;Private room;76;1;553;08/26/2019;6.27;2;46
522705;MODERN FLAT. BARCELONA CENTER;2570705;Pilar;Eixample;la Dreta de l'Eixample;41.39672;2.16975;Entire home/apt;81;4;115;08/31/2019;1.57;1;259
522987;Room,  Bikes and views! DOBLE;1697782;JÛse;Eixample;el Fort Pienc;41.39968;2.1817;Private room;18;3;227;09/05/2019;2.59;3;8
524582;Lovely Loft in Gothic Barcelona;1968590;Manel;Ciutat Vella;el Barri G?tic;41.38048;2.18022;Entire home/apt;50;31;103;07/16/2018;1.18;2;340
